species,email,seenNotSeen
Junco insularis,lflooksda@globo.com,FALSE
Junco hyemalis,gphillcockdb@time.com,FALSE
Junco phaeonotus,gdowtydc@paypal.com,FALSE
Junco bairdi,oholtawaydd@sogou.com,TRUE
Klais guimeti,drikelde@theguardian.com,FALSE
Lagopus lagopus,szecchiidf@samsung.com,FALSE
Lagopus muta,timosdg@hc360.com,TRUE
Lagopus leucura,kcaurahdh@miibeian.gov.cn,FALSE
Lampornis viridipallens,aelleraydi@youtu.be,TRUE
Lampornis sybillae,cgheraldidj@sbwire.com,FALSE
Lampornis amethystinus,gmirandodk@vk.com,FALSE
Lampornis clemenciae,tnicholasdl@guardian.co.uk,TRUE
Lampornis hemileucus,eneumanndm@shop-pro.jp,FALSE
Lampornis calolaemus,bmccamishdn@csmonitor.com,TRUE
Lampornis castaneoventris,dcallumdo@topsy.com,FALSE
Lamprolaima rhami,mphizackarleydp@over-blog.com,TRUE
Lanius cristatus,ivitalldq@ca.gov,FALSE
Lanius collurio,jmcgaugheydr@symantec.com,TRUE
Lanius ludovicianus,jprobertds@examiner.com,FALSE
Lanius borealis,schoatdt@youku.com,FALSE
Larosterna inca,kfurlongedu@lycos.com,FALSE
Larvivora cyane,ajovovicdv@behance.net,FALSE
Larvivora sibilans,kgobel0@archive.org,FALSE
Leptodon cayanensis,meyeington1@sciencedirect.com,TRUE
Leptopogon amaurocephalus,pcaller2@youtu.be,FALSE
Leptopogon superciliaris,msheehy3@deviantart.com,TRUE
Leucophaeus modestus,ravrahm4@pbs.org,FALSE
Leucophaeus atricilla,bmeriton5@uol.com.br,FALSE
Leucophaeus pipixcan,arottcher6@amazon.de,TRUE
Lonchura punctulata,sotoole7@tumblr.com,TRUE
Lonchura malacca,bludye8@livejournal.com,FALSE
Lonchura atricapilla,fmoorman9@exblog.jp,TRUE
Lonchura oryzivora,rskinnera@blog.com,FALSE
Lophodytes cucullatus,vmacarteb@diigo.com,TRUE
Lophotriccus pileatus,fburchillc@tamu.edu,FALSE
Lophotriccus pilaris,gsansd@skyrock.com,FALSE
Loxioides bailleui,emcgeaghe@google.com.hk,TRUE
Lurocalis semitorquatus,ieaglingf@hugedomains.com,TRUE
Malacoptila panamensis,edellarg@t.co,TRUE
Margarops fuscatus,jkingzetth@illinois.edu,TRUE
Megascops trichopsis,lforti@sbwire.com,TRUE
Megascops clarkii,clindberghj@php.net,FALSE
Megascops choliba,abartolomeazzik@squidoo.com,FALSE
Megascops barbarus,arueggl@ustream.tv,FALSE
Melanerpes erythrocephalus,mspearsm@sfgate.com,FALSE
Melanerpes formicivorus,dwhenmann@qq.com,FALSE
Melanerpes chrysauchen,rmapso@forbes.com,FALSE
Melanerpes pucherani,dalibonep@cpanel.net,FALSE
Melanerpes striatus,shaglintonq@pinterest.com,FALSE
Melanerpes radiolatus,dhenrysr@usatoday.com,FALSE
Melanerpes chrysogenys,ddurlings@wisc.edu,FALSE
Melanerpes hypopolius,giansont@wiley.com,FALSE
Melanerpes pygmaeus,gweathersu@rakuten.co.jp,FALSE
Melanerpes rubricapillus,rphilippsonv@hhs.gov,FALSE
Melanitta deglandi,gcutcheew@noaa.gov,TRUE
Melanitta stejnegeri,ngammackx@feedburner.com,TRUE
Melanitta nigra,vquinny@etsy.com,TRUE
Melanitta americana,mstrethillz@friendfeed.com,TRUE
Melanoptila glabrirostris,rdurnford10@telegraph.co.uk,TRUE
Melanospiza bicolor,ccunrado11@miibeian.gov.cn,TRUE
Melanospiza richardsoni,jshorland12@google.com.hk,TRUE
Melanotis caerulescens,aofihillie13@loc.gov,FALSE
Melanotis hypoleucus,kdaingerfield14@bloglines.com,TRUE
Meleagris gallopavo,tfinnie15@joomla.org,TRUE
Meleagris ocellata,lpoulton16@furl.net,TRUE
Mellisuga minima,gshegog17@jalbum.net,FALSE
Mellisuga helenae,kcerie18@vinaora.com,FALSE
Melopyrrha portoricensis,hebben19@imageshack.us,TRUE
Melopyrrha grandis,lkerman1a@independent.co.uk,FALSE
Melopyrrha nigra,lhonnicott1b@phoca.cz,TRUE
Melopyrrha violacea,mbiernat1c@ed.gov,FALSE
Melozone crissalis,lwycherley1d@usgs.gov,TRUE
Melozone leucotis,tcardew1e@parallels.com,TRUE
Melozone biarcuata,aamar1f@oaic.gov.au,FALSE
Melozone cabanisi,hwitz1g@tmall.com,FALSE
Mergellus albellus,abirtwhistle1h@ftc.gov,FALSE
Mergus merganser,amaclaren1i@dion.ne.jp,FALSE
Mergus serrator,dlongworthy1j@oaic.gov.au,FALSE
Mesembrinibis cayennensis,hsciacovelli1k@craigslist.org,TRUE
Micrathene whitneyi,otapper1l@apple.com,FALSE
Microcerculus philomela,boffer1m@forbes.com,TRUE
Microcerculus marginatus,kcantor1n@dell.com,FALSE
Micromonacha lanceolata,afridlington1o@mysql.com,TRUE
Milvago chimachima,ostobo1p@dailymotion.com,FALSE
Milvus migrans,bcofax1q@mozilla.com,FALSE
Mimus polyglottos,ewoolstenholmes1r@creativecommons.org,TRUE
Mionectes olivaceus,fprobbing1s@about.com,TRUE
Mionectes oleagineus,gbulward1t@virginia.edu,TRUE
Molothrus bonariensis,cnixon1u@biblegateway.com,FALSE
Molothrus aeneus,uclines1v@over-blog.com,FALSE
Molothrus ater,rbillinge1w@php.net,FALSE
Molothrus oryzivorus,sdanneil1x@dion.ne.jp,FALSE
Momotus mexicanus,mnield1y@cyberchimps.com,FALSE
Momotus coeruliceps,tgokes1z@sitemeter.com,TRUE
Monasa morphoeus,aecclestone20@technorati.com,TRUE
Morphnus guianensis,bmarkham21@google.com,TRUE
Motacilla citreola,lrogerot22@ow.ly,FALSE
Motacilla cinerea,lluker23@admin.ch,TRUE
Motacilla alba,mgatherell24@answers.com,TRUE
Muscicapa griseisticta,bcoady25@dropbox.com,TRUE
Muscicapa dauurica,pstuchberry26@tamu.edu,FALSE
Muscicapa striata,jbriscam27@abc.net.au,FALSE
Muscicapa sibirica,rmothersdale28@gov.uk,FALSE
Myadestes townsendi,vcammidge29@netvibes.com,TRUE
Myadestes occidentalis,lredgrove2a@japanpost.jp,TRUE
Myadestes elisabeth,kstorre2b@aol.com,TRUE
Myadestes genibarbis,mmannion2c@discovery.com,FALSE
Mycteria americana,lgehrtz2d@wix.com,TRUE
Myiarchus yucatanensis,rvowell2e@who.int,FALSE
Myiarchus barbirostris,ejobb2f@mozilla.org,TRUE
Myiarchus nuttingi,btotterdill2g@sitemeter.com,FALSE
Myiarchus crinitus,vsmidmoor2h@bigcartel.com,TRUE
Myiarchus tyrannulus,dcarayol2i@java.com,FALSE
Myiarchus nugator,sjurs2j@sun.com,FALSE
Myiarchus validus,sivanonko2k@state.gov,FALSE
Myiarchus sagrae,eizakoff2l@europa.eu,FALSE
Myiarchus stolidus,scomiam2m@desdev.cn,TRUE
Myiarchus antillarum,rcurry2n@unblog.fr,TRUE
Myiarchus oberi,sallnutt2o@soundcloud.com,FALSE
Myiobius sulphureipygius,rshales2p@omniture.com,FALSE
Myiobius atricaudus,aosman2q@live.com,FALSE
Myioborus pictus,alune2r@ow.ly,TRUE
Myioborus miniatus,ekelsall2s@irs.gov,TRUE
Myioborus torquatus,dmudle2t@usgs.gov,FALSE
Myiopagis gaimardii,msancraft2u@godaddy.com,TRUE
Myiopagis caniceps,psutherel2v@mozilla.org,TRUE
Myiopagis cotta,nweldrick2w@nih.gov,FALSE
Myiopagis viridicata,ppifford2x@stumbleupon.com,TRUE
Myiornis atricapillus,codlin2y@baidu.com,FALSE
Myrmeciza zeledoni,mcurzon2z@msn.com,TRUE
Myrmornis torquata,itemprell30@photobucket.com,TRUE
Nannopterum auritum,gburles31@washingtonpost.com,TRUE
Nannopterum brasilianum,lgorghetto32@twitter.com,FALSE
Neocrex colombiana,dmewitt33@so-net.ne.jp,FALSE
Neocrex erythrops,bjustham34@yahoo.com,FALSE
Nesophlox evelynae,jclemensen35@nsw.gov.au,TRUE
Nesophlox lyrura,gcarbonell36@google.com,FALSE
Nesotriccus ridgwayi,hstarking37@comsenz.com,FALSE
Nesotriccus murinus,eoflaherty38@cisco.com,TRUE
Ninox japonica,jingarfield39@ft.com,FALSE
Nomonyx dominicus,sthyer3a@google.nl,FALSE
Nonnula frontalis,apinare3b@github.io,FALSE
Notharchus hyperrhynchus,aoreagan3c@cbsnews.com,TRUE
Notharchus pectoralis,cmedler3d@cnbc.com,FALSE
Notharchus tectus,kwillingale3e@businessweek.com,TRUE
Notharchus plantou,dplowman3f@mayoclinic.com,FALSE
Numenius tahitiensis,kboanas3g@berkeley.edu,TRUE
Numenius phaeopus,jenrigo3h@businessinsider.com,TRUE
Numenius minutus,mbackhouse3i@lycos.com,TRUE
Numenius borealis,cbleier3j@accuweather.com,FALSE
Numida meleagris,bmulliss3k@imgur.com,FALSE
Nyctanassa violacea,mtramel3l@huffingtonpost.com,FALSE
Nyctibius grandis,bvaadeland3m@purevolume.com,TRUE
Nyctibius griseus,tpietron3n@opera.com,FALSE
Nycticorax nycticorax,rdameisele3o@privacy.gov.au,TRUE
Nyctidromus albicollis,ifinney3p@dyndns.org,FALSE
Nyctiphrynus mcleodii,mkidwell3q@ted.com,FALSE
Nystalus radiatus,iblanch3r@xrea.com,TRUE
Oceanites oceanicus,suren3s@creativecommons.org,TRUE
Odontophorus gujanensis,ispurnier3t@unicef.org,TRUE
Odontophorus melanotis,swem3u@netlog.com,FALSE
Odontophorus dialeucos,tfeaviour3v@skyrock.com,TRUE
Odontophorus leucolaemus,sfeatherstonhaugh3w@wikia.com,FALSE
Odontophorus guttatus,jswinden3x@vkontakte.ru,FALSE
Oncostoma cinereigulare,mswatridge3y@acquirethisname.com,TRUE
Oncostoma olivaceum,lodonnell3z@examiner.com,FALSE
Oreophasis derbianus,ahaseley40@nsw.gov.au,FALSE
Oreortyx pictus,tmavin41@booking.com,TRUE
Ornithion semiflavum,cgeikie42@dell.com,TRUE
Ornithion brunneicapillus,sespinazo43@yahoo.co.jp,FALSE
Ortalis vetula,cscarrott44@examiner.com,FALSE
Ortalis cinereiceps,hlanglands45@yolasite.com,FALSE
Ortalis ruficauda,bgrigoryev46@51.la,FALSE
Ortalis wagleri,mspataro47@globo.com,FALSE
Ortalis poliocephala,elissandrini48@bloglines.com,FALSE
Ortalis leucogastra,hradish49@mediafire.com,TRUE
Orthorhyncus cristatus,dkellogg4a@nytimes.com,TRUE
Otus sunia,awalklot4b@etsy.com,TRUE
Oxyura jamaicensis,tmarjoram4c@eepurl.com,FALSE
Padda oryzivora,btompkins4d@bluehost.com,FALSE
Pagophila eburnea,cgoodluck4e@ibm.com,FALSE
Palmeria dolei,cpardew4f@tumblr.com,TRUE
Pampa curvipennis,alambis4g@patch.com,FALSE
Pampa excellens,llawman4h@nifty.com,TRUE
Pampa rufa,afolks4i@harvard.edu,TRUE
Pandion haliaetus,gsalandino4j@xing.com,TRUE
Panterpe insignis,dbould4k@g.co,FALSE
Panyptila cayennensis,aroutley4l@newyorker.com,FALSE
Panyptila sanctihieronymi,drussell4m@homestead.com,TRUE
Paraclaravis mondetoura,kdoerren4n@mit.edu,TRUE
Pardirallus maculatus,lmatignon4o@weather.com,FALSE
Patagioenas cayennensis,sovise4p@wordpress.org,FALSE
Patagioenas speciosa,gjewkes4q@addtoany.com,TRUE
Patagioenas squamosa,mbyrth4r@apple.com,FALSE
Patagioenas leucocephala,vhailes4s@nba.com,TRUE
Patagioenas flavirostris,lgeorger4t@pbs.org,FALSE
Patagioenas inornata,mmcevay4u@devhub.com,TRUE
Patagioenas fasciata,henion4v@twitter.com,FALSE
Patagioenas caribaea,ldailey4w@barnesandnoble.com,FALSE
Patagioenas plumbea,brishbrook4x@wordpress.org,TRUE
Patagioenas subvinacea,tkinghorne4y@bing.com,TRUE
Patagioenas nigrirostris,cthibodeaux4z@google.it,TRUE
Patagioenas goodsoni,hhackford50@marriott.com,TRUE
Pelagodroma marina,gtwyning51@ibm.com,FALSE
Pelecanus erythrorhynchos,pbenoy52@mozilla.com,FALSE
Pelecanus occidentalis,lshirrell53@upenn.edu,FALSE
Penelope purpurascens,mshannahan54@gov.uk,FALSE
Penelopina nigra,mzapatero55@rediff.com,FALSE
Petrochelidon pyrrhonota,asarfati56@timesonline.co.uk,FALSE
Petrochelidon fulva,kcastard57@cafepress.com,FALSE
Peucaea carpalis,smanon58@list-manage.com,TRUE
Peucaea sumichrasti,ggreenall59@g.co,FALSE
Peucaea ruficauda,rdedon5a@adobe.com,FALSE
Peucaea humeralis,rjenicek5b@cmu.edu,FALSE
Peucaea mystacalis,rsamson5c@tiny.cc,TRUE
Peucaea botterii,mcowburn5d@cnbc.com,FALSE
Peucaea cassinii,bpessolt5e@merriam-webster.com,TRUE
Peucaea aestivalis,aareles5f@php.net,TRUE
Phaenicophilus palmarum,ccerro5g@delicious.com,TRUE
Phaenicophilus poliocephalus,hwoof5h@sbwire.com,FALSE
Phaenostictus mcleannani,jdemicoli5i@livejournal.com,FALSE
Phaethon lepturus,ublunt5j@columbia.edu,FALSE
Phaethon aethereus,nchaff5k@blinklist.com,TRUE
Phaethon rubricauda,nblasgen5l@parallels.com,TRUE
Phaethornis guy,hcondy5m@domainmarket.com,FALSE
Phaethornis mexicanus,iblindmann5n@gov.uk,TRUE
Phaethornis longirostris,dtremble5o@about.me,FALSE
Phaethornis anthophilus,byakobovitz5p@engadget.com,TRUE
Phaethornis striigularis,segle5q@ucoz.ru,FALSE
Phaetusa simplex,mguiu5r@myspace.com,FALSE
Phalacrocorax urile,hallewell5s@clickbank.net,TRUE
Phalacrocorax pelagicus,rwhall5t@prweb.com,FALSE
Phalacrocorax carbo,clowery5u@europa.eu,FALSE
Phalacrocorax auritus,gguillem5v@multiply.com,TRUE
Phalacrocorax brasilianus,shargitt5w@chicagotribune.com,TRUE
Phalaenoptilus nuttallii,dgully5x@ihg.com,FALSE
Phalaropus tricolor,ssavidge5y@geocities.com,FALSE
Phalaropus lobatus,rdunmuir5z@wiley.com,FALSE
Phalaropus fulicarius,uedinburough60@wikia.com,TRUE
Pharomachrus auriceps,agirardini61@artisteer.com,TRUE
Pharomachrus mocinno,hsimonite62@amazon.com,TRUE
Philodice bryantae,dclaesens63@ucsd.edu,TRUE
Philodice mitchellii,vcossom64@fastcompany.com,FALSE
Philortyx fasciatus,kaldwich65@tinyurl.com,FALSE
Phoebastria nigripes,uphillpot66@parallels.com,TRUE
Phoebastria irrorata,anewhouse67@uol.com.br,TRUE
Phoebastria albatrus,mgaltone68@jigsy.com,TRUE
Phoenicopterus ruber,dcreasy69@si.edu,FALSE
Phyllomyias burmeisteri,bkiff6a@huffingtonpost.com,FALSE
Phyllomyias griseiceps,lmeasures6b@uol.com.br,TRUE
Phylloscartes flavovirens,zkubczak6c@sciencedirect.com,FALSE
Phylloscartes superciliaris,aolphert6d@cdbaby.com,TRUE
Pica hudsonia,jstailey6e@netvibes.com,TRUE
Pica nuttalli,mboal6f@ifeng.com,TRUE
Pilherodius pileatus,cmccallum6g@psu.edu,FALSE
Pinaroloxias inornata,tiianon6h@house.gov,FALSE
Pinguinus impennis,tkeers6i@ed.gov,TRUE
Pipilo chlorurus,fofinan6j@globo.com,TRUE
Pipilo maculatus,jshevelin6k@state.gov,TRUE
Pipilo erythrophthalmus,mkingwell6l@abc.net.au,FALSE
Pipilo ocai,csinnat6m@miibeian.gov.cn,FALSE
Piprites griseiceps,aalcide6n@bravesites.com,FALSE
Pittasoma michleri,iyakuntsov6o@disqus.com,FALSE
Platalea leucorodia,blensch6p@nymag.com,TRUE
Platalea ajaja,wbaldack6q@indiatimes.com,TRUE
Platyrinchus cancrominus,cblaszczyk6r@livejournal.com,TRUE
Platyrinchus mystaceus,dmitchel6s@slideshare.net,TRUE
Platyrinchus coronatus,mamos6t@cbc.ca,TRUE
Plectrophenax nivalis,crenouf6u@nba.com,FALSE
Plectrophenax hyperboreus,pwedderburn6v@hp.com,TRUE
Plegadis falcinellus,cschankelborg6w@dropbox.com,FALSE
Plegadis chihi,laxford6x@latimes.com,TRUE
Ploceus cucullatus,stift6y@nba.com,TRUE
Pluvialis squatarola,kstebbings6z@biblegateway.com,FALSE
Podiceps auritus,oscotson70@free.fr,FALSE
Podiceps grisegena,stwentyman71@posterous.com,FALSE
Podiceps nigricollis,hlabro72@ed.gov,FALSE
Podilymbus podiceps,ggomery73@ask.com,FALSE
Podilymbus gigas,jschankel74@domainmarket.com,FALSE
Poecile carolinensis,ltorns75@odnoklassniki.ru,FALSE
Poecile atricapillus,smorhall76@marriott.com,FALSE
Poecile gambeli,scudihy77@ifeng.com,FALSE
Poecile sclateri,dhaydn78@issuu.com,FALSE
Poecile rufescens,afarnes79@businessweek.com,FALSE
Poecile hudsonicus,bmckelvey7a@mapy.cz,TRUE
Poecile cinctus,igould7b@blogs.com,TRUE
Poecilotriccus sylvia,dluxen7c@wix.com,TRUE
Poliocrania exsul,gsiddell7d@networkadvertising.org,TRUE
Polioptila caerulea ,cgrzegorek7e@cnbc.com,TRUE
Polioptila melanura,nmcareavey7f@fema.gov,TRUE
Polioptila nigriceps,ephilp7g@scribd.com,TRUE
Polioptila albiloris,jstopford7h@shinystat.com,FALSE
Porzana carolina,ssoffe7i@prnewswire.com,FALSE
Porzana porzana,kkubatsch7j@ebay.com,TRUE
Priotelus temnurus,delsby7k@studiopress.com,TRUE
Priotelus roseigaster,ksampson7l@nasa.gov,TRUE
Procellaria aequinoctialis,srenney7m@paginegialle.it,TRUE
Procellaria parkinsoni,ltuckett7n@pagesperso-orange.fr,TRUE
Psaltriparus minimus,agreenstock7o@163.com,TRUE
Psarocolius decumanus,boflynn7p@arstechnica.com,TRUE
Psarocolius wagleri,cfeek7q@taobao.com,TRUE
Psarocolius montezuma,kdavidowsky7r@merriam-webster.com,TRUE
Psarocolius guatimozinus,cbulle7s@zimbio.com,TRUE
Pseudonestor xanthophrys,psidlow7t@naver.com,TRUE
Pseudoscops clamator,edrinkhill7u@a8.net,TRUE
Pseudoscops grammicus,hesson7v@oaic.gov.au,FALSE
Pseudotriccus pelzelni,jelleton7w@domainmarket.com,FALSE
Psiloscops flammeolus,mocuddie7x@eventbrite.com,TRUE
Psittirostra psittacea,cmaceveley7y@bing.com,FALSE
Pternistis erckelii,bpomeroy7z@xrea.com,TRUE
Pterocles exustus,edrowsfield80@rambler.ru,FALSE
Ptychoramphus aleuticus,pplanks81@lulu.com,FALSE
Puffinus puffinus,dtombling82@miitbeian.gov.cn,TRUE
Puffinus auricularis,lratie83@wp.com,TRUE
Puffinus newelli,lworvell84@elegantthemes.com,TRUE
Puffinus bryani,vrahill85@ucla.edu,FALSE
Puffinus opisthomelas,mcrumly86@sciencedirect.com,FALSE
Puffinus lherminieri,tconerding87@apple.com,FALSE
Puffinus baroli,dganing88@aboutads.info,TRUE
Pycnonotus cafer,kranklin89@mozilla.com,FALSE
Pycnonotus jocosus,tjaffray8a@guardian.co.uk,TRUE
Pyrocephalus rubinus,nsmitten8b@hhs.gov,FALSE
Quiscalus quiscula,dshayler8c@reverbnation.com,FALSE
Quiscalus major,clochhead8d@google.com,TRUE
Quiscalus lugubris,apetty8e@google.es,FALSE
Rallus obsoletus,cnaisbet8f@mayoclinic.com,TRUE
Rallus tenuirostris,abirdsey8g@mtv.com,FALSE
Rallus longirostris,lverduin8h@ox.ac.uk,FALSE
Rallus elegans,jhaughey8i@theatlantic.com,FALSE
Rallus crepitans,mlaurie8j@ezinearticles.com,FALSE
Rallus limicola,aburgess8k@rambler.ru,TRUE
Rallus aquaticus,womullaney8l@is.gd,FALSE
Ramphocaenus melanurus,cfiggen8m@yellowpages.com,TRUE
Ramphocinclus brachyurus,glere8n@soup.io,TRUE
Recurvirostra americana,opryor8o@godaddy.com,FALSE
Rhodacanthis flaviceps,crubra8p@boston.com,TRUE
Rhodacanthis palmeri,alagden8q@adobe.com,TRUE
Rhodinocichla rosea,cseres8r@miitbeian.gov.cn,TRUE
Rhodostethia rosea,rmckevany8s@craigslist.org,TRUE
Rhynchocyclus brevirostris,dbuist8t@independent.co.uk,FALSE
Rhynchocyclus olivaceus,hritter8u@nasa.gov,FALSE
Rhynchophanes mccownii,vmcginny8v@hibu.com,FALSE
Rhynchortyx cinctus,rglenny8w@fotki.com,FALSE
Riparia riparia,eboydon8x@w3.org,TRUE
Rissa tridactyla,bgovan8y@sfgate.com,TRUE
Rissa brevirostris,tmulder8z@skype.com,TRUE
Rostrhamus sociabilis,lbanghe90@uol.com.br,FALSE
Rynchops niger,nfransemai91@deliciousdays.com,TRUE
Sarcoramphus papa,lkrysztowczyk92@people.com.cn,TRUE
Sayornis nigricans,njays93@hao123.com,TRUE
Sayornis phoebe,wtwitchings94@wikipedia.org,TRUE
Sayornis saya,sfricke95@usgs.gov,TRUE
Sclerurus mexicanus,aelleyne96@marriott.com,TRUE
Sclerurus albigularis,bkeep97@newsvine.com,TRUE
Sclerurus guatemalensis,tblanch98@mlb.com,FALSE
Scytalopus panamensis,lthorneloe99@weather.com,TRUE
Scytalopus chocoensis,sabramski9a@deviantart.com,FALSE
Scytalopus argentifrons,cclappson9b@lulu.com,TRUE
Selasphorus calliope,hdavidovitch9c@weebly.com,TRUE
Selasphorus rufus,djaquiss9d@netlog.com,TRUE
Selasphorus sasin,lmattiassi9e@cisco.com,TRUE
Selasphorus platycercus,akirby9f@mozilla.org,TRUE
Selasphorus heloisa,nmeegin9g@networksolutions.com,FALSE
Selasphorus ellioti,hcuree9h@columbia.edu,TRUE
Serpophaga cinerea,bdecarolis9i@newyorker.com,FALSE
Setophaga dominica,croony9j@comsenz.com,TRUE
Setophaga flavescens,cklemt9k@cocolog-nifty.com,FALSE
Setophaga vitellina,hnitto9l@blogspot.com,TRUE
Setophaga discolor,mdoyley9m@fc2.com,TRUE
Setophaga adelaidae,flett9n@dedecms.com,TRUE
Setophaga subita,amerryman9o@microsoft.com,FALSE
Setophaga delicata,pcowpland9p@about.com,TRUE
Setophaga graciae,sbathurst9q@ameblo.jp,TRUE
Setophaga nigrescens,sliver9r@nbcnews.com,FALSE
Setophaga townsendi,aletertre9s@networkadvertising.org,FALSE
Setophaga occidentalis,jmccurlye9t@ihg.com,TRUE
Setophaga chrysoparia,qweson9u@vkontakte.ru,TRUE
Setophaga virens,dbech9v@arstechnica.com,TRUE
Sialia sialis,djorg9w@jimdo.com,FALSE
Sialia mexicana,fnorthin9x@imageshack.us,TRUE
Sialia currucoides,aamiss9y@vimeo.com,TRUE
Siphonorhis americana,fduferie9z@whitehouse.gov,TRUE
Siphonorhis brewsteri,hsimionescua0@google.ru,TRUE
Sipia laemosticta,kferreaa1@icio.us,TRUE
Sitta canadensis,rmacphadena2@rakuten.co.jp,TRUE
Sitta carolinensis,eandriolia3@technorati.com,FALSE
Sitta pygmaea,jlegueya4@independent.co.uk,FALSE
Sitta pusilla,fdumsdaya5@ed.gov,TRUE
Sitta insularis,hstolla6@dot.gov,FALSE
Sittasomus griseicapillus,erabla7@sourceforge.net,TRUE
Spermestes cucullata,tmyderscougha8@miibeian.gov.cn,FALSE
Spinus psaltria,cmontforda9@tripadvisor.com,FALSE
Spinus tristis,jmallenaa@bbb.org,TRUE
Spizella passerina,adevonportab@boston.com,TRUE
Spizella pallida,rhickissonac@samsung.com,TRUE
Spizella atrogularis,jfoxonad@jimdo.com,FALSE
Spizella pusilla,dsilcocksae@a8.net,TRUE
Spizella breweri,dlefeveraf@msu.edu,FALSE
Spizella wortheni,cstolleag@sakura.ne.jp,TRUE
Spizelloides arborea,wvilesah@army.mil,TRUE
Sporophila lineola,amcgroartyai@e-recht24.de,TRUE
Sporophila funerea,jbockhaj@typepad.com,FALSE
Sporophila crassirostris,kbampfordak@cdbaby.com,FALSE
Sporophila nuttingi,dtulleyal@miitbeian.gov.cn,FALSE
Sporophila corvina,telkingtonam@dropbox.com,FALSE
Starnoenas cyanocephala,jcapnoran@pagesperso-orange.fr,TRUE
Steatornis caripensis,ltitcomao@guardian.co.uk,TRUE
Stercorarius skua,arayap@smugmug.com,FALSE
Stercorarius maccormicki,jkinnaraq@unblog.fr,FALSE
Stercorarius pomarinus,cleveretar@dmoz.org,FALSE
Stercorarius parasiticus,rbourthouloumeas@prlog.org,FALSE
Stercorarius longicaudus,bpiggenat@indiatimes.com,TRUE
Sterna dougallii,djakobssonau@opera.com,FALSE
Sterna hirundo,imallonav@drupal.org,FALSE
Streptopelia orientalis,gmackartanaw@cdc.gov,FALSE
Streptopelia roseogrisea,dcrewsax@google.ca,FALSE
Streptopelia turtur,lgwionethay@toplist.cz,TRUE
Streptopelia decaocto,gbecraftaz@telegraph.co.uk,FALSE
Streptopelia chinensis,spurkinsb0@slashdot.org,FALSE
Streptoprocne rutila,mchmarnyb1@mashable.com,FALSE
Streptoprocne zonaris,mayreb2@studiopress.com,TRUE
Streptoprocne semicollaris,kleipnikb3@exblog.jp,FALSE
Strix occidentalis,dwollardb4@eventbrite.com,FALSE
Strix varia,klimonb5@google.de,TRUE
Strix sartorii,dklewib6@netlog.com,TRUE
Strix fulvescens,espinellab7@army.mil,TRUE
Strix nebulosa,sfellenorb8@blinklist.com,FALSE
Sturnella magna,sklampkb9@uiuc.edu,TRUE
Sturnella neglecta,ohasseyba@liveinternet.ru,FALSE
Sturnus vulgaris,twordleybb@soundcloud.com,TRUE
Sublegatus arenarum,salgatebc@google.com,TRUE
Sula dactylatra,jstrephanbd@fotki.com,TRUE
Sula granti,kcrinagebe@vimeo.com,TRUE
Sula nebouxii,gfaustianbf@scribd.com,TRUE
Sula variegata,cdacresbg@blogger.com,TRUE
Tachornis phoenicobia,mdalgarnobh@vkontakte.ru,TRUE
Tachybaptus dominicus,theadsbi@amazon.co.uk,TRUE
Tachycineta bicolor,bgrassibj@google.nl,TRUE
Tachycineta euchrysea,cbaggsbk@microsoft.com,TRUE
Tachycineta albilinea,ngifkinsbl@cpanel.net,TRUE
Taraba major,cmcpheebm@plala.or.jp,FALSE
Telespiza cantans,clivardbn@dailymotion.com,TRUE
Telespiza ultima,slawleffbo@1688.com,TRUE
Thalassarche chlororhynchos,tgerrietzbp@live.com,TRUE
Thalassarche cauta,ssegravebq@bigcartel.com,TRUE
Thalasseus elegans,tspriggingbr@google.es,FALSE
Thalurania colombica,scotesfordbs@wordpress.com,TRUE
Thamnistes anabatinus,cpolhillbt@nationalgeographic.com,TRUE
Thamnophilus doliatus,fwheldonbu@bloglines.com,FALSE
Thamnophilus nigriceps,gsimminsbv@bravesites.com,TRUE
Thamnophilus bridgesi,lswanborrowbw@amazon.de,FALSE
Thamnophilus atrinucha,seliezbx@flavors.me,FALSE
Theristicus caudatus,echellamby@infoseek.co.jp,FALSE
Threnetes ruckeri,lgellettbz@disqus.com,TRUE
Tilmatura dupontii,lmickac0@tinyurl.com,FALSE
Tinamus major,ktrainc1@phpbb.com,FALSE
Todirostrum cinereum,ldefewc2@bluehost.com,FALSE
Todirostrum nigriceps,mkintzelc3@smugmug.com,FALSE
Todus multicolor,cperillioc4@gmpg.org,FALSE
Todus subulatus,ekhilkovc5@wordpress.org,FALSE
Todus angustirostris,wcarpmilec6@meetup.com,TRUE
Todus todus,bmchalec7@answers.com,TRUE
Todus mexicanus,ipooleyc8@t-online.de,TRUE
Tolmomyias sulphurescens,scoakerc9@comcast.net,TRUE
Tolmomyias assimilis,bveazeyca@ebay.com,TRUE
Tolmomyias flaviventris,dkedsliecb@tmall.com,FALSE
Toxostoma bendirei,mmothcc@census.gov,FALSE
Toxostoma cinereum,honslowcd@virginia.edu,FALSE
Toxostoma redivivum,ghagyardce@skype.com,TRUE
Toxostoma lecontei,ccondycf@xrea.com,TRUE
Toxostoma crissale,kmontezcg@com.com,TRUE
Tringa flavipes,tkidstonch@ycombinator.com,TRUE
Tringa semipalmata,jweinsci@youku.com,TRUE
